Run Number,Well,Time - DROP,CP - DROP (psi),TP - DROP (psi),LP - DROP (psi),Liquid Load - DROP (psi),Fluid in Tubing - DROP (bbl),Time - ARRIVING,CP - ARRIVING (psi),TP - ARRIVING (psi),LP - ARRIVING (psi),Lift Pressure - ARRIVING (psi),Lift Factor - ARRIVING,Rise Time (m),Rise Velocity (fpm),Good,Miss,Open Duration (m),Close Duration (m),Gas,Liquid
1326,Anderson_East_2-35,2/2/2025 5:17,276,74,62.1,202,2.58,2/2/2025 5:04,279,117,60.56,218.44,1.35,7.683333333,586.8546638,1,0,13,0.85,0.12,
1325,Anderson_East_2-35,2/2/2025 5:04,278,74,64.18,204,2.6,2/2/2025 4:51,275,131,57.06,217.94,1.51,7.716666667,584.3196544,1,0,13.05,0.866666667,0.14,
1324,Anderson_East_2-35,2/2/2025 4:50,274,72,60.07,202,2.58,2/2/2025 4:37,278,117,54.9,223.1,1.39,6.6,683.1818182,1,0,12.96666667,0.833333333,0.15,
1323,Anderson_East_2-35,2/2/2025 4:36,277,68,57.99,209,2.67,2/2/2025 4:24,276,107,55.89,220.11,1.3,6.6,683.1818182,1,0,12.2,0.85,0.12,
1322,Anderson_East_2-35,2/2/2025 4:23,275,68,58.15,207,2.64,2/2/2025 4:08,274,133,55.97,218.03,1.55,9.983333333,451.6527546,1,0,14.8,0.85,0.13,
1321,Anderson_East_2-35,2/2/2025 4:07,273,72,58.03,201,2.56,2/2/2025 2:30,278,129,56.34,221.66,1.49,9,501,1,0,96.86666667,0.766666667,0.13,
1320,Anderson_East_2-35,2/2/2025 2:30,277,71,59.66,206,2.63,2/2/2025 2:12,277,141,58.39,218.61,1.61,11.4,395.5263158,1,0,18.06666667,0.85,0.14,
1319,Anderson_East_2-35,2/2/2025 2:11,276,74,61.83,202,2.58,2/2/2025 1:55,281,119,61.6,219.4,1.35,7.05,639.5744681,1,0,16.01666667,0.85,0.17,
1318,Anderson_East_2-35,2/2/2025 1:54,279,74,63.21,205,2.62,2/2/2025 1:40,279,124,58.74,220.26,1.42,8.133333333,554.3852459,1,0,13.48333333,0.833333333,0.12,
1317,Anderson_East_2-35,2/2/2025 1:39,278,74,61.6,204,2.6,2/2/2025 1:27,277,120,62.52,214.48,1.37,7.133333333,632.1028037,1,0,12.6,0.833333333,0.17,
1316,Anderson_East_2-35,2/2/2025 1:26,276,77,65.33,199,2.54,2/2/2025 1:13,279,126,62.83,216.17,1.41,8.033333333,561.2863071,1,0,12.63333333,0.85,0.15,
1315,Anderson_East_2-35,2/2/2025 1:13,278,77,66.67,201,2.56,2/2/2025 0:59,280,132,63.94,216.06,1.46,8.05,560.1242236,1,0,13.91666667,0.85,0.16,
1314,Anderson_East_2-35,2/2/2025 0:58,279,79,67.27,200,2.55,2/2/2025 0:44,280,118,56,224,1.38,8.116666667,555.523614,1,0,13.95,0.833333333,0.14,
1313,Anderson_East_2-35,2/2/2025 0:43,279,70,59.05,209,2.67,2/2/2025 0:29,278,115,60.53,217.47,1.33,8.033333333,561.2863071,1,0,14.06666667,0.85,0.15,
1312,Anderson_East_2-35,2/2/2025 0:28,277,73,62.59,204,2.6,2/2/2025 0:15,280,111,48.99,231.01,1.37,7.983333333,564.8016701,1,0,13.16666667,0.85,0.12,
1311,Anderson_East_2-35,2/2/2025 0:14,278,62,51.52,216,2.76,2/2/2025 0:00,279,113,53.09,225.91,1.36,8.55,527.3684211,1,0,14.26666667,0.85,0.13,
1310,Anderson_East_2-35,2/1/2025 23:59,278,68,56.91,210,2.68,2/1/2025 23:44,279,136,56.29,222.71,1.56,10.08333333,447.1735537,1,0,15.08333333,0.85,0.17,
1309,Anderson_East_2-35,2/1/2025 23:43,278,74,60.36,204,2.6,2/1/2025 23:30,279,114,60.43,218.57,1.32,7.2,626.25,1,0,13.15,0.85,0.17,
1308,Anderson_East_2-35,2/1/2025 23:29,278,75,63.83,203,2.59,2/1/2025 23:16,281,116,60.62,220.38,1.34,7.866666667,573.1779661,1,0,12.7,0.766666667,0.12,
1307,Anderson_East_2-35,2/1/2025 23:16,279,74,63.33,205,2.62,2/1/2025 23:02,280,117,56.78,223.22,1.37,8.15,553.2515337,1,0,13.66666667,0.85,0.13,
1306,Anderson_East_2-35,2/1/2025 23:01,279,70,59.1,209,2.67,2/1/2025 22:43,279,137,54.28,224.72,1.58,11.25,400.8,1,0,17.7,0.833333333,0.15,
1305,Anderson_East_2-35,2/1/2025 22:43,278,73,57.89,205,2.62,2/1/2025 22:27,281,123,56.86,224.14,1.42,7.133333333,632.1028037,1,0,15.45,0.833333333,0.16,
1304,Anderson_East_2-35,2/1/2025 22:26,280,71,59.72,209,2.67,2/1/2025 22:13,280,111,55.11,224.89,1.33,7.85,574.3949045,1,0,13.46666667,0.833333333,0.15,
1303,Anderson_East_2-35,2/1/2025 22:12,278,69,57.31,209,2.67,2/1/2025 21:58,277,117,55.14,221.86,1.39,8.383333333,537.8528827,1,0,13.5,0.85,0.14,
1302,Anderson_East_2-35,2/1/2025 21:58,277,70,57.75,207,2.64,2/1/2025 21:45,278,123,60.71,217.29,1.4,8.133333333,554.3852459,1,0,12.98333333,0.866666667,0.15,
1301,Anderson_East_2-35,2/1/2025 21:44,277,77,65.11,200,2.55,2/1/2025 21:30,280,132,60.74,219.26,1.48,8.583333333,525.3203883,1,0,13.93333333,0.85,0.16,
1300,Anderson_East_2-35,2/1/2025 21:29,279,75,63.74,204,2.6,2/1/2025 21:16,279,124,66.49,212.51,1.37,7.066666667,638.0660377,1,0,13.31666667,0.85,0.16,
1299,Anderson_East_2-35,2/1/2025 21:15,278,79,69.28,199,2.54,2/1/2025 21:03,279,123,58.38,220.62,1.41,7.233333333,623.3640553,1,0,12.13333333,0.816666667,0.13,
1298,Anderson_East_2-35,2/1/2025 21:02,277,74,63.64,203,2.59,2/1/2025 20:50,278,123,65.57,212.43,1.37,6.666666667,676.35,1,0,12.08333333,0.8,0.15,
1297,Anderson_East_2-35,2/1/2025 20:49,277,79,67.56,198,2.53,2/1/2025 20:37,280,115,58.16,221.84,1.34,7.766666667,580.5579399,1,0,12.43333333,0.85,0.12,
1296,Anderson_East_2-35,2/1/2025 20:36,278,71,59.85,207,2.64,2/1/2025 20:22,280,112,51.92,228.08,1.36,8.266666667,545.4435484,1,0,13.95,0.766666667,0.12,
1295,Anderson_East_2-35,2/1/2025 20:21,279,67,54.76,212,2.7,2/1/2025 20:07,280,117,47.68,232.32,1.43,8.566666667,526.3424125,1,0,13.68333333,0.833333333,0.13,
1294,Anderson_East_2-35,2/1/2025 20:06,279,64,51.91,215,2.74,2/1/2025 19:53,279,108,51.41,227.59,1.33,7.316666667,616.2642369,1,0,13.2,0.833333333,0.16,
1293,Anderson_East_2-35,2/1/2025 19:52,278,66,55.21,212,2.7,2/1/2025 19:40,278,117,57.99,220.01,1.37,6.866666667,656.6504854,1,0,12.05,0.85,0.13,
1292,Anderson_East_2-35,2/1/2025 19:39,276,69,58.13,207,2.64,2/1/2025 19:27,279,122,65.48,213.52,1.36,6.766666667,666.3546798,1,0,12.01666667,0.85,0.11,
1291,Anderson_East_2-35,2/1/2025 19:27,277,78,68.4,199,2.54,2/1/2025 19:14,279,125,65.02,213.98,1.39,7,644.1428571,1,0,12.51666667,0.85,0.15,
1290,Anderson_East_2-35,2/1/2025 19:13,278,77,67.18,201,2.56,2/1/2025 19:01,278,113,60.13,217.87,1.32,6.883333333,655.0605327,1,0,12.48333333,0.766666667,0.13,
1289,Anderson_East_2-35,2/1/2025 19:00,277,74,63.02,203,2.59,2/1/2025 18:48,277,113,58.64,218.36,1.33,7.3,617.6712329,1,0,12.3,0.766666667,0.11,
1288,Anderson_East_2-35,2/1/2025 18:47,275,72,61.79,203,2.59,2/1/2025 18:35,274,129,50.97,223.03,1.54,7.633333333,590.69869,1,0,11.93333333,0.85,0.13,
1287,Anderson_East_2-35,2/1/2025 18:34,273,69,53.5,204,2.6,2/1/2025 17:35,278,114,64.16,213.84,1.3,4.7,959.3617021,1,0,59.21666667,0.85,0.17,
1286,Anderson_East_2-35,2/1/2025 17:34,276,75,66.83,201,2.56,2/1/2025 17:22,277,119,65.07,211.93,1.34,7.583333333,594.5934066,1,0,12.21666667,0.866666667,0.12,
1285,Anderson_East_2-35,2/1/2025 17:21,277,76,67,201,2.56,2/1/2025 17:05,277,132,61.85,215.15,1.48,9.716666667,464.0480274,1,0,16.33333333,0.783333333,0.11,
1284,Anderson_East_2-35,2/1/2025 17:04,276,74,63.75,202,2.58,2/1/2025 16:48,276,124,60.35,215.65,1.42,7.616666667,591.9912473,1,0,15.56666667,0.866666667,0.16,
1283,Anderson_East_2-35,2/1/2025 16:48,275,74,63.02,201,2.56,2/1/2025 16:35,276,116,58,218,1.36,7.05,639.5744681,1,0,12.6,0.783333333,0.14,
1282,Anderson_East_2-35,2/1/2025 16:34,275,71,61.96,204,2.6,2/1/2025 16:22,276,118,57.57,218.43,1.38,7.2,626.25,1,0,12.21666667,0.783333333,0.12,
1281,Anderson_East_2-35,2/1/2025 16:21,275,71,60.71,204,2.6,2/1/2025 16:04,274,137,55.29,218.71,1.6,11.56666667,389.8270893,1,0,16.66666667,0.8,0.13,
1280,Anderson_East_2-35,2/1/2025 16:04,274,68,57.22,206,2.63,2/1/2025 15:42,276,135,53.77,222.23,1.58,12.51666667,360.2396804,1,0,21.96666667,0.866666667,0.14,
1279,Anderson_East_2-35,2/1/2025 15:41,275,69,55.65,206,2.63,2/1/2025 15:24,276,108,59.11,216.89,1.29,6.616666667,681.4609572,1,0,16.55,0.8,0.15,
1278,Anderson_East_2-35,2/1/2025 15:23,275,70,60.8,205,2.62,2/1/2025 15:11,276,115,64.86,211.14,1.31,8.05,560.1242236,1,0,12.83333333,0.8,0.11,
1277,Anderson_East_2-35,2/1/2025 15:10,275,77,67.85,198,2.53,2/1/2025 14:57,278,131,61.7,216.3,1.47,8.366666667,538.9243028,1,0,13,0.783333333,0.13,
1276,Anderson_East_2-35,2/1/2025 14:56,278,71,61.27,207,2.64,2/1/2025 14:40,278,121,57.22,220.78,1.41,7.633333333,590.69869,1,0,15.88333333,0.866666667,0.13,
1275,Anderson_East_2-35,2/1/2025 14:39,277,70,60.49,207,2.64,2/1/2025 14:24,277,111,54.91,222.09,1.34,7.466666667,603.8839286,1,0,14.81666667,0.8,0.13,
1274,Anderson_East_2-35,2/1/2025 14:24,276,67,58.05,209,2.67,2/1/2025 14:11,277,108,56.04,220.96,1.31,7.6,593.2894737,1,0,12.53333333,0.883333333,0.14,
1273,Anderson_East_2-35,2/1/2025 14:10,276,70,59.66,206,2.63,2/1/2025 13:58,276,124,59.53,216.47,1.42,7.85,574.3949045,1,0,12.68333333,0.833333333,0.14,
1272,Anderson_East_2-35,2/1/2025 13:57,275,74,62.67,201,2.56,2/1/2025 13:43,278,123,61.88,216.12,1.39,7.483333333,602.5389755,1,0,13.36666667,0.883333333,0.15,
1271,Anderson_East_2-35,2/1/2025 13:42,277,75,65.12,202,2.58,2/1/2025 13:30,276,130,65.56,210.44,1.44,7,644.1428571,1,0,12.18333333,0.866666667,0.13,
1270,Anderson_East_2-35,2/1/2025 13:29,275,78,68.54,197,2.51,2/1/2025 13:18,277,113,58.51,218.49,1.33,6.016666667,749.4182825,1,0,11.96666667,0.783333333,0.12,
1269,Anderson_East_2-35,2/1/2025 13:17,275,74,64.41,201,2.56,2/1/2025 13:05,276,117,61.27,214.73,1.35,7.133333333,632.1028037,1,0,11.85,0.883333333,0.14,
1268,Anderson_East_2-35,2/1/2025 13:04,275,73,64.29,202,2.58,2/1/2025 12:52,277,118,59.1,217.9,1.37,7.116666667,633.5831382,1,0,12.26666667,0.866666667,0.13,
1267,Anderson_East_2-35,2/1/2025 12:51,275,71,61.76,204,2.6,2/1/2025 12:38,277,129,61.27,215.73,1.46,7.266666667,620.5045872,1,0,12.76666667,0.866666667,0.14,
1266,Anderson_East_2-35,2/1/2025 12:37,276,74,63.02,202,2.58,2/1/2025 12:24,278,115,57.22,220.78,1.35,6.516666667,691.9181586,1,0,12.71666667,0.8,0.12,
1265,Anderson_East_2-35,2/1/2025 12:24,277,70,60.41,207,2.64,2/1/2025 12:11,276,101,52.47,223.53,1.28,7.016666667,642.6128266,1,0,12.36666667,0.866666667,0.13,
1264,Anderson_East_2-35,2/1/2025 12:10,275,64,54.83,211,2.69,2/1/2025 11:58,272,135,58.64,213.36,1.56,8.466666667,532.5590551,1,0,12.71666667,0.783333333,0.11,
1263,Anderson_East_2-35,2/1/2025 11:57,271,74,61.86,197,2.51,2/1/2025 9:58,280,116,60.52,219.48,1.34,7.8,578.0769231,1,0,118.9166667,0.866666667,0.17,
1262,Anderson_East_2-35,2/1/2025 9:57,279,76,63.77,203,2.59,2/1/2025 9:44,281,123,63.4,217.6,1.38,8.116666667,555.523614,1,0,13.23333333,0.783333333,0.14,
1261,Anderson_East_2-35,2/1/2025 9:43,280,76,65.05,204,2.6,2/1/2025 9:29,284,129,63.77,220.23,1.42,8,563.625,1,0,13.73333333,0.783333333,0.13,
1260,Anderson_East_2-35,2/1/2025 9:29,283,78,66.73,205,2.62,2/1/2025 9:14,282,123,61.59,220.41,1.39,7.8,578.0769231,1,0,14.81666667,0.883333333,0.15,
1259,Anderson_East_2-35,2/1/2025 9:13,280,78,64.58,202,2.58,2/1/2025 8:59,281,113,58.96,222.04,1.32,7.566666667,595.9030837,1,0,13.81666667,0.783333333,0.13,
1258,Anderson_East_2-35,2/1/2025 8:58,280,75,61.89,205,2.62,2/1/2025 8:45,280,121,53.22,226.78,1.43,8.583333333,525.3203883,1,0,13.08333333,0.866666667,0.14,
1257,Anderson_East_2-35,2/1/2025 8:44,279,70,56.71,209,2.67,2/1/2025 8:28,281,136,55.32,225.68,1.56,10.65,423.3802817,1,0,16.56666667,0.85,0.15,
1256,Anderson_East_2-35,2/1/2025 8:27,280,75,59.23,205,2.62,2/1/2025 8:12,278,123,60.93,217.07,1.4,7.116666667,633.5831382,1,0,15.03333333,0.85,0.15,
1255,Anderson_East_2-35,2/1/2025 8:11,277,78,66.06,199,2.54,2/1/2025 7:59,277,125,65.48,211.52,1.39,7,644.1428571,1,0,12.08333333,0.85,0.17,
1254,Anderson_East_2-35,2/1/2025 7:58,276,80,68.54,196,2.5,2/1/2025 7:46,278,124,62.04,215.96,1.4,7.516666667,599.8669623,1,0,12.41666667,0.85,0.12,
1253,Anderson_East_2-35,2/1/2025 7:45,277,74,63.66,203,2.59,2/1/2025 7:31,279,124,64.14,214.86,1.39,7.25,621.9310345,1,0,13.85,0.866666667,0.14,
1252,Anderson_East_2-35,2/1/2025 7:30,278,79,67.44,199,2.54,2/1/2025 7:17,280,123,56.41,223.59,1.42,8.266666667,545.4435484,1,0,13.36666667,0.833333333,0.13,
1251,Anderson_East_2-35,2/1/2025 7:16,279,71,58.88,208,2.65,2/1/2025 7:02,277,117,60.47,216.53,1.35,7.083333333,636.5647059,1,0,14.36666667,0.85,0.15,
1250,Anderson_East_2-35,2/1/2025 7:01,276,76,64.45,200,2.55,2/1/2025 6:49,276,112,59.9,216.1,1.32,7.016666667,642.6128266,1,0,11.81666667,0.85,0.14,
1249,Anderson_East_2-35,2/1/2025 6:48,274,71,60.11,203,2.59,2/1/2025 6:35,278,123,60.58,217.42,1.4,7.75,581.8064516,1,0,12.65,0.833333333,0.13,
1248,Anderson_East_2-35,2/1/2025 6:35,277,76,63.88,201,2.56,2/1/2025 6:21,278,128,62.57,215.43,1.44,7.516666667,599.8669623,1,0,13.53333333,0.85,0.15,
1247,Anderson_East_2-35,2/1/2025 6:20,277,78,65.52,199,2.54,2/1/2025 6:07,278,120,63.65,214.35,1.36,7.583333333,594.5934066,1,0,13.01666667,0.85,0.15,
1246,Anderson_East_2-35,2/1/2025 6:06,277,79,65.41,198,2.53,2/1/2025 5:53,276,135,61.06,214.94,1.52,8.15,553.2515337,1,0,12.96666667,0.85,0.14,
1245,Anderson_East_2-35,2/1/2025 5:52,275,77,63.69,198,2.53,2/1/2025 5:40,276,115,64.87,211.13,1.31,4.816666667,936.1245675,1,0,12.6,0.85,0.16,
1244,Anderson_East_2-35,2/1/2025 5:39,274,77,65.08,197,2.51,2/1/2025 5:27,277,117,60.76,216.24,1.35,7.683333333,586.8546638,1,0,12.31666667,0.85,0.1,
1243,Anderson_East_2-35,2/1/2025 5:26,276,78,66.52,198,2.53,2/1/2025 5:13,279,122,64.45,214.55,1.37,8.033333333,561.2863071,1,0,12.68333333,0.75,0.14,
1242,Anderson_East_2-35,2/1/2025 5:12,278,80,67.35,198,2.53,2/1/2025 4:59,279,123,58.53,220.47,1.41,8.183333333,550.9979633,1,0,13.16666667,0.85,0.15,
1241,Anderson_East_2-35,2/1/2025 4:58,278,74,61.36,204,2.6,2/1/2025 4:43,276,138,57.28,218.72,1.58,10.15,444.2364532,1,0,15.05,0.85,0.15,
1240,Anderson_East_2-35,2/1/2025 4:43,275,77,60.54,198,2.53,2/1/2025 3:38,280,127,67.46,212.54,1.39,6.95,648.7769784,1,0,64.38333333,0.833333333,0.15,
1239,Anderson_East_2-35,2/1/2025 3:37,278,81,69.1,197,2.51,2/1/2025 3:24,279,131,56.16,222.84,1.51,8.3,543.253012,1,0,13.11666667,0.833333333,0.14,
1238,Anderson_East_2-35,2/1/2025 3:23,278,73,60.94,205,2.62,2/1/2025 3:10,278,107,54.27,223.73,1.31,6.916666667,651.9036145,1,0,13.45,0.85,0.15,
1237,Anderson_East_2-35,2/1/2025 3:09,276,69,57.06,207,2.64,2/1/2025 2:55,277,125,56.73,220.27,1.45,9.366666667,481.3879004,1,0,13.68333333,0.833333333,0.15,
1236,Anderson_East_2-35,2/1/2025 2:55,277,72,57.72,205,2.62,2/1/2025 2:40,279,126,54.35,224.65,1.47,9.2,490.1086957,1,0,15.03333333,0.85,0.15,
1235,Anderson_East_2-35,2/1/2025 2:39,278,72,57.8,206,2.63,2/1/2025 2:25,278,121,53.65,224.35,1.43,8.4,536.7857143,1,0,13.63333333,0.85,0.16,
1234,Anderson_East_2-35,2/1/2025 2:24,277,70,56.59,207,2.64,2/1/2025 2:11,278,112,51.17,226.83,1.37,7.583333333,594.5934066,1,0,12.73333333,0.85,0.15,
1233,Anderson_East_2-35,2/1/2025 2:11,276,66,53.74,210,2.68,2/1/2025 1:58,279,114,50.31,228.69,1.39,7.7,585.5844156,1,0,12.43333333,0.85,0.11,
1232,Anderson_East_2-35,2/1/2025 1:57,278,67,53.25,211,2.69,2/1/2025 1:39,279,130,53.97,225.03,1.51,13.41666667,336.0745342,1,0,18.21666667,0.85,0.14,
1231,Anderson_East_2-35,2/1/2025 1:38,278,71,57.73,207,2.64,2/1/2025 1:23,280,134,56.32,223.68,1.53,9.633333333,468.0622837,1,0,15.71666667,0.85,0.16,
1230,Anderson_East_2-35,2/1/2025 1:22,279,73,58.46,206,2.63,2/1/2025 1:09,279,113,58.76,220.24,1.33,6.583333333,684.9113924,1,0,12.75,0.85,0.17,
1229,Anderson_East_2-35,2/1/2025 1:08,277,72,60.55,205,2.62,2/1/2025 0:56,278,115,55.85,222.15,1.36,8,563.625,1,0,12,0.85,0.12,
1228,Anderson_East_2-35,2/1/2025 0:55,277,71,58.4,206,2.63,2/1/2025 0:39,277,121,48.46,228.54,1.46,11.06666667,407.439759,1,0,15.88333333,0.85,0.16,
1227,Anderson_East_2-35,2/1/2025 0:39,278,64,51.38,214,2.73,2/1/2025 0:23,281,129,48.22,232.78,1.53,9.933333333,453.9261745,1,0,15.68333333,0.766666667,0.13,
1226,Anderson_East_2-35,2/1/2025 0:22,280,64,51.1,216,2.76,2/1/2025 0:08,280,125,50.62,229.38,1.48,8.683333333,519.2706334,1,0,14.18333333,0.85,0.13,
1225,Anderson_East_2-35,2/1/2025 0:07,279,70,53.92,209,2.67,1/31/2025 23:54,280,112,52.84,227.16,1.35,7,644.1428571,1,0,12.83333333,0.766666667,0.14,
1224,Anderson_East_2-35,1/31/2025 23:53,279,69,55.56,210,2.68,1/31/2025 23:41,279,110,52.91,226.09,1.34,7.533333333,598.539823,1,0,12.28333333,0.85,0.12,
1223,Anderson_East_2-35,1/31/2025 23:40,278,67,55.61,211,2.69,1/31/2025 23:28,282,118,51.52,230.48,1.41,8.45,533.6094675,1,0,12.76666667,0.85,0.14,
1222,Anderson_East_2-35,1/31/2025 23:27,281,67,54.7,214,2.73,1/31/2025 23:13,281,121,56.5,224.5,1.4,8.2,549.8780488,1,0,13.7,0.85,0.15,
1221,Anderson_East_2-35,1/31/2025 23:12,280,72,58.87,208,2.65,1/31/2025 23:00,280,118,54.15,225.85,1.39,7.433333333,606.5919283,1,0,12.43333333,0.85,0.16,
1220,Anderson_East_2-35,1/31/2025 22:59,279,69,57.65,210,2.68,1/31/2025 22:47,279,119,55.26,223.74,1.4,6.733333333,669.6534653,1,0,11.9,0.85,0.13,
1219,Anderson_East_2-35,1/31/2025 22:46,278,72,59.25,206,2.63,1/31/2025 22:34,281,109,60.71,220.29,1.28,6.066666667,743.2417582,1,0,11.83333333,0.866666667,0.14,
1218,Anderson_East_2-35,1/31/2025 22:33,278,75,63.47,203,2.59,1/31/2025 22:22,282,128,63.11,218.89,1.42,8.116666667,555.523614,1,0,11.68333333,0.766666667,0.12,
1217,Anderson_East_2-35,1/31/2025 22:21,281,79,67.17,202,2.58,1/31/2025 22:07,281,141,70.72,210.28,1.5,7.616666667,591.9912473,1,0,14.13333333,0.85,0.16,
1216,Anderson_East_2-35,1/31/2025 22:06,280,85,73.22,195,2.49,1/31/2025 21:53,280,120,71.86,208.14,1.3,5.666666667,795.7058824,1,0,13.33333333,0.85,0.16,
1215,Anderson_East_2-35,1/31/2025 21:52,278,86,74.45,192,2.45,1/31/2025 21:41,278,146,70,208,1.58,7.233333333,623.3640553,1,0,11.2,0.85,0.13,
1214,Anderson_East_2-35,1/31/2025 21:40,277,87,72.69,190,2.42,1/31/2025 20:45,284,113,57.58,226.42,1.32,6.25,721.44,1,0,54.86666667,0.85,0.15,
1213,Anderson_East_2-35,1/31/2025 20:44,283,71,59.94,212,2.7,1/31/2025 20:31,282,112,52.83,229.17,1.35,7.9,570.7594937,1,0,12.65,0.85,0.12,
1212,Anderson_East_2-35,1/31/2025 20:30,281,68,55.06,213,2.72,1/31/2025 20:18,283,120,58.74,224.26,1.38,8.283333333,544.3460765,1,0,12.88333333,0.85,0.13,
1211,Anderson_East_2-35,1/31/2025 20:17,282,69,57.31,213,2.72,1/31/2025 20:04,285,124,53.9,231.1,1.44,8.666666667,520.2692308,1,0,12.73333333,0.85,0.1,
1210,Anderson_East_2-35,1/31/2025 20:03,284,69,57.12,215,2.74,1/31/2025 19:50,286,110,54.13,231.87,1.32,7.833333333,575.6170213,1,0,12.93333333,0.766666667,0.15,
1209,Anderson_East_2-35,1/31/2025 19:49,284,68,56.77,216,2.76,1/31/2025 19:37,282,131,54.1,227.9,1.51,8.216666667,548.7626775,1,0,12.48333333,0.85,0.13,
1208,Anderson_East_2-35,1/31/2025 19:36,280,70,56.56,210,2.68,1/31/2025 19:25,283,113,54.97,228.03,1.34,5.716666667,788.7463557,1,0,11.61666667,0.85,0.14,
1207,Anderson_East_2-35,1/31/2025 19:24,281,69,57.55,212,2.7,1/31/2025 19:11,285,115,55.98,229.02,1.35,7.983333333,564.8016701,1,0,12.16666667,0.866666667,0.13,
1206,Anderson_East_2-35,1/31/2025 19:11,284,71,58.8,213,2.72,1/31/2025 18:57,286,120,53.48,232.52,1.4,8.05,560.1242236,1,0,13.41666667,0.866666667,0.15,
1205,Anderson_East_2-35,1/31/2025 18:56,285,68,56.57,217,2.77,1/31/2025 18:44,282,124,53.34,228.66,1.45,7.35,613.4693878,1,0,12.48333333,0.85,0.14,
1204,Anderson_East_2-35,1/31/2025 18:43,281,69,56.28,212,2.7,1/31/2025 18:30,282,104,46.12,235.88,1.33,6.483333333,695.4755784,1,0,12.66666667,0.85,0.14,
1203,Anderson_East_2-35,1/31/2025 18:30,279,59,48.77,220,2.81,1/31/2025 18:18,279,97,46.96,232.04,1.27,6.366666667,708.2198953,1,0,11.03333333,0.85,0.14,
1202,Anderson_East_2-35,1/31/2025 18:18,278,61,49.77,217,2.77,1/31/2025 18:05,281,103,42.24,238.76,1.34,8.283333333,544.3460765,1,0,12.6,0.866666667,0.13,
1201,Anderson_East_2-35,1/31/2025 18:04,279,58,46.02,221,2.82,1/31/2025 17:49,281,126,41.91,239.09,1.54,11.4,395.5263158,1,0,15.6,0.866666667,0.15,
1200,Anderson_East_2-35,1/31/2025 17:48,280,63,45.59,217,2.77,1/31/2025 17:35,281,113,47.5,233.5,1.39,6.533333333,690.1530612,1,0,12.46666667,0.783333333,0.14,
1199,Anderson_East_2-35,1/31/2025 17:34,278,64,51.38,214,2.73,1/31/2025 17:25,279,118,69.78,209.22,1.3,6.05,745.2892562,1,0,9.533333333,0.866666667,0.15,
1198,Anderson_East_2-35,1/31/2025 17:24,278,85,75.92,193,2.46,1/31/2025 17:19,277,148,100.8,176.2,1.37,1.9,2373.157895,1,0,5.483333333,0.783333333,0.14,
1197,Anderson_East_2-35,1/31/2025 17:18,277,114,106.12,163,2.08,1/31/2025 17:14,278,159,123.7,154.3,1.3,1.833333333,2459.454545,1,0,4.1,0.8,0.14,
1196,Anderson_East_2-35,1/31/2025 17:13,276,135,128.14,141,1.8,1/31/2025 17:07,278,186,154.14,123.86,1.35,3.15,1431.428571,1,0,5.866666667,0.883333333,0.12,
1195,Anderson_East_2-35,1/31/2025 17:06,277,164,157.27,113,1.44,1/31/2025 17:02,273,208,173.47,99.53,1.53,2.866666667,1572.906977,1,0,3.85,0.816666667,0.13,
1194,Anderson_East_2-35,1/31/2025 17:02,273,182,175.07,91,1.16,1/31/2025 16:58,278,212,177.72,100.28,1.52,0.183333333,24594.54545,1,0,3.066666667,0.8,0.12,
1193,Anderson_East_2-35,1/31/2025 16:58,277,191,180.16,86,1.1,1/31/2025 16:51,277,205,170.46,106.54,1.48,5.166666667,872.7096774,1,0,6.116666667,0.866666667,0.15,
1192,Anderson_East_2-35,1/31/2025 16:51,276,179,172.16,97,1.24,1/31/2025 16:48,275,203,171.7,103.3,1.43,1.233333333,3655.945946,1,0,2.283333333,0.883333333,0.12,
1191,Anderson_East_2-35,1/31/2025 16:48,274,180,173.05,94,1.2,1/31/2025 16:43,275,206,170.79,104.21,1.51,3.916666667,1151.234043,1,0,4.983333333,0.766666667,0.11,
1190,Anderson_East_2-35,1/31/2025 16:42,274,180,172.74,94,1.2,1/31/2025 16:37,275,203,170.53,104.47,1.45,4.116666667,1095.303644,1,0,5.083333333,0.883333333,0.16,
1189,Anderson_East_2-35,1/31/2025 16:36,275,177,170.66,98,1.25,1/31/2025 16:31,275,203,168.64,106.36,1.48,3.866666667,1166.12069,1,0,4.916666667,0.766666667,0.12,
1188,Anderson_East_2-35,1/31/2025 16:30,273,177,169.71,96,1.22,1/31/2025 16:25,276,205,168.35,107.65,1.52,3.566666667,1264.205607,1,0,4.633333333,0.783333333,0.12,
1187,Anderson_East_2-35,1/31/2025 16:25,275,177,170.36,98,1.25,1/31/2025 16:20,273,199,163,110,1.49,3.916666667,1151.234043,1,0,4.883333333,0.9,0.14,
1186,Anderson_East_2-35,1/31/2025 16:19,271,172,164.61,99,1.26,1/31/2025 16:14,275,202,163.1,111.9,1.53,3.933333333,1146.355932,1,0,4.983333333,0.8,0.13,
1185,Anderson_East_2-35,1/31/2025 16:13,275,172,164.03,103,1.31,1/31/2025 16:01,276,177,138.19,137.81,1.39,8.466666667,532.5590551,1,0,11.86666667,0.783333333,0.12,
1184,Anderson_East_2-35,1/31/2025 16:00,273,145,138.09,128,1.63,1/31/2025 15:47,279,131,77.44,201.56,1.36,7.9,570.7594937,1,0,13.81666667,0.8,0.11,
