Run Number,Well,Time - DROP,CP - DROP (psi),TP - DROP (psi),LP - DROP (psi),Liquid Load - DROP (psi),Fluid in Tubing - DROP (bbl),Time - ARRIVING,CP - ARRIVING (psi),TP - ARRIVING (psi),LP - ARRIVING (psi),Lift Pressure - ARRIVING (psi),Lift Factor - ARRIVING,Rise Time (m),Rise Velocity (fpm),Good,Miss,Open Duration (m),Close Duration (m),Gas,Liquid
1177,Pickle_1-8-5-32H-2,1/31/2025 15:36,155.73,34.58,31.12,121.15,1.55,1/31/2025 15:20,160,127.59,56.35,103.64,3.2,12.61666667,324.332893,1,0,16.16666667,1.133333333,0.06,
1176,Pickle_1-8-5-32H-2,1/31/2025 15:19,156.83,69.41,62.06,87.41,1.12,1/31/2025 14:42,168.52,84.72,26.58,141.94,1.69,12.08333333,338.6482759,1,0,37.1,1.133333333,0.16,
1175,Pickle_1-8-5-32H-2,1/31/2025 14:41,166.65,34.27,30.05,132.38,1.69,1/31/2025 14:23,167,68.49,31.04,135.96,1.38,13.95,293.3333333,1,0,18.25,1.133333333,0.11,
1174,Pickle_1-8-5-32H-2,1/31/2025 14:21,164.98,43.15,38.46,121.83,1.55,1/31/2025 14:02,165.33,70.36,28.27,137.05,1.44,16.1,254.1614907,1,0,19.65,1.116666667,0.12,
1173,Pickle_1-8-5-32H-2,1/31/2025 14:01,161.06,34.21,30.72,126.85,1.62,1/31/2025 13:41,161.67,77.92,27.99,133.68,1.6,15.56666667,262.869379,1,0,19.48333333,1.133333333,0.1,
1172,Pickle_1-8-5-32H-2,1/31/2025 13:40,158.44,37.47,31.22,120.97,1.54,1/31/2025 13:26,163.17,120.3,47.7,115.46,2.69,11.16666667,366.4477612,1,0,14.41666667,1.033333333,0.09,
1171,Pickle_1-8-5-32H-2,1/31/2025 13:25,161.64,60.53,52.6,101.11,1.29,1/31/2025 12:31,168.29,74.02,33.52,134.77,1.43,13.71666667,298.3232078,1,0,53.78333333,1.15,0.18,
1170,Pickle_1-8-5-32H-2,1/31/2025 12:30,165.7,43.52,39.96,122.18,1.56,1/31/2025 12:07,165.61,87.06,33.35,132.26,1.68,19.38333333,211.1092003,1,0,23,1.133333333,0.12,
1169,Pickle_1-8-5-32H-2,1/31/2025 12:06,163.91,47.7,42.45,116.21,1.48,1/31/2025 11:44,165.33,88.18,32.99,132.33,1.72,17.96666667,227.755102,1,0,21.73333333,1.133333333,0.18,
1168,Pickle_1-8-5-32H-2,1/31/2025 11:43,163.65,44.59,38.38,119.07,1.52,1/31/2025 11:00,175.3,124.68,64.47,110.83,2.19,11.36666667,360,1,0,42.31666667,1.116666667,0.14,
1167,Pickle_1-8-5-32H-2,1/31/2025 10:59,172.1,68.4,60.83,103.69,1.32,1/31/2025 10:36,176.79,69.24,32.9,143.89,1.34,15.18333333,269.5060373,1,0,23.66666667,1.133333333,0.1,
1166,Pickle_1-8-5-32H-2,1/31/2025 10:34,173.42,38.22,34.73,135.21,1.72,1/31/2025 10:01,174.2,59.23,31.04,143.16,1.25,29.06666667,140.7798165,1,0,33.65,1.133333333,0.08,
1165,Pickle_1-8-5-32H-2,1/31/2025 10:00,171.52,38.79,35.91,132.73,1.69,1/31/2025 9:34,168.99,71.75,23.74,145.25,1.49,21.86666667,187.1341463,1,0,26.13333333,1.133333333,0.09,
1164,Pickle_1-8-5-32H-2,1/31/2025 9:32,165.7,32.6,28.32,133.11,1.7,1/31/2025 9:01,165.84,128.54,29.61,136.23,3.65,26.06666667,156.9820972,1,0,31.3,1.183333333,0.12,
1163,Pickle_1-8-5-32H-2,1/31/2025 9:00,167.54,42.92,35.37,124.63,1.59,1/31/2025 8:10,169.53,107.38,25.44,144.09,2.32,50,81.84,0,1,50,1.133333333,0.19,
1162,Pickle_1-8-5-32H-2,1/31/2025 8:09,173.25,38.91,31.85,134.34,1.71,1/31/2025 7:19,163.51,48.68,35.62,127.89,1.11,50.01666667,81.81272909,0,1,50.01666667,1.133333333,0.19,
1161,Pickle_1-8-5-32H-2,1/31/2025 7:18,156.54,43.15,40.74,113.39,1.45,1/31/2025 6:49,158.18,105.16,52.75,105.43,1.99,24.88333333,164.4474213,1,0,28.98333333,1.133333333,0.06,
1160,Pickle_1-8-5-32H-2,1/31/2025 6:47,156.48,54.48,48.48,102,1.3,1/31/2025 5:43,169.33,59.84,34.66,134.67,1.23,24.05,170.1455301,1,0,64.33333333,1.166666667,0.07,
1159,Pickle_1-8-5-32H-2,1/31/2025 5:42,164.09,43.12,39.93,120.97,1.54,1/31/2025 5:14,166.19,49.84,27.36,138.84,1.19,23.41666667,174.747331,1,0,27.56666667,1.1,0.09,
1158,Pickle_1-8-5-32H-2,1/31/2025 5:13,163.83,36.52,33.99,127.31,1.62,1/31/2025 4:49,157.52,59.09,27.33,130.19,1.32,20.65,198.1598063,1,0,24.76666667,1.15,0.09,
1157,Pickle_1-8-5-32H-2,1/31/2025 4:47,155.47,33.98,30.65,121.49,1.55,1/31/2025 4:25,157.43,97.41,53.67,103.76,1.73,19.45,210.3856041,1,0,22.53333333,1.15,0.07,
1156,Pickle_1-8-5-32H-2,1/31/2025 4:24,151.12,58.08,51.56,93.04,1.19,1/31/2025 3:28,170.37,92.22,30.42,139.95,1.79,13.88333333,294.7418968,1,0,55.88333333,1.116666667,0.07,
1155,Pickle_1-8-5-32H-2,1/31/2025 3:27,167.92,39.34,32.61,128.58,1.64,1/31/2025 3:07,167.57,73.88,30.08,137.49,1.47,14.65,279.3174061,1,0,20.18333333,1.133333333,0.12,
1154,Pickle_1-8-5-32H-2,1/31/2025 3:05,164.23,34.82,30.04,129.42,1.65,1/31/2025 2:40,166.36,58.86,26.84,139.52,1.3,20.48333333,199.7721725,1,0,24.95,1.15,0.11,
1153,Pickle_1-8-5-32H-2,1/31/2025 2:39,161.84,34.24,30.81,127.6,1.63,1/31/2025 2:23,161.7,104.9,44.63,117.07,2.06,12.25,334.0408163,1,0,16.16666667,1.133333333,0.1,
1152,Pickle_1-8-5-32H-2,1/31/2025 2:22,158.21,45.89,36.98,112.32,1.43,1/31/2025 1:10,174.78,60.71,30.7,144.07,1.26,21.11666667,193.7805841,1,0,72.35,1.116666667,0.04,
1151,Pickle_1-8-5-32H-2,1/31/2025 1:09,172.04,37.35,34.57,134.69,1.72,1/31/2025 0:26,168.01,53.18,36.99,131.01,1.14,38.06666667,107.4956217,1,0,42.66666667,1.133333333,0.09,
1150,Pickle_1-8-5-32H-2,1/31/2025 0:25,162.27,37.27,35.72,125.01,1.59,1/30/2025 23:50,163.71,55.92,33.23,130.48,1.21,30.81666667,132.7852893,1,0,34.85,1.133333333,0.03,
1149,Pickle_1-8-5-32H-2,1/30/2025 23:49,157.81,37.9,34.59,119.91,1.53,1/30/2025 23:31,166.59,100.35,31.54,135.05,2.04,14.1,290.212766,1,0,17.26666667,1.15,0.08,
1148,Pickle_1-8-5-32H-2,1/30/2025 23:30,164.12,41.22,33.09,122.9,1.57,1/30/2025 22:41,174.92,74.75,45.57,129.35,1.29,16.71666667,244.7856431,1,0,48.9,1.133333333,0.15,
1147,Pickle_1-8-5-32H-2,1/30/2025 22:40,169.39,54.97,52.15,114.42,1.46,1/30/2025 21:49,167.49,45.71,28.38,139.11,1.14,46.96666667,87.12562101,1,0,51.11666667,1.133333333,0.13,
1146,Pickle_1-8-5-32H-2,1/30/2025 21:48,162.21,33.75,30.2,128.47,1.64,1/30/2025 21:10,164.2,52.11,29.31,134.89,1.2,33.4,122.5149701,1,0,37.68333333,1.166666667,0.05,
1145,Pickle_1-8-5-32H-2,1/30/2025 21:09,160.83,38.68,35.22,122.15,1.56,1/30/2025 20:50,157.81,101.33,33.58,124.23,2.2,16.23333333,252.073922,1,0,19.55,1.133333333,0.09,
1144,Pickle_1-8-5-32H-2,1/30/2025 20:49,156.16,46.09,38.65,110.08,1.4,1/30/2025 19:46,167.98,72.21,28.82,139.16,1.45,14.78333333,276.7981962,1,0,62.95,1.133333333,0.13,
1143,Pickle_1-8-5-32H-2,1/30/2025 19:44,166.65,35.1,30.92,131.55,1.68,1/30/2025 19:26,164.69,76.53,28.81,135.89,1.54,14.76666667,277.1106095,1,0,18.56666667,1.133333333,0.08,
1142,Pickle_1-8-5-32H-2,1/30/2025 19:25,161.21,39.77,32.41,121.43,1.55,1/30/2025 19:08,163.02,82.27,60.29,102.73,1.27,14.01666667,291.9381688,1,0,17.06666667,1.133333333,0.14,
1141,Pickle_1-8-5-32H-2,1/30/2025 19:07,154.9,77.43,74.29,77.47,0.99,1/30/2025 18:41,158.06,97.18,29.19,128.88,2.12,22.18333333,184.4628099,1,0,25.26666667,1.1,0.17,
1140,Pickle_1-8-5-32H-2,1/30/2025 18:40,156.11,41.5,32.67,114.6,1.46,1/30/2025 17:45,173.97,76.65,33.51,140.46,1.44,12.25,334.0408163,1,0,54.98333333,1.133333333,0.12,
1139,Pickle_1-8-5-32H-2,1/30/2025 17:44,172.73,39.69,35.88,133.04,1.7,1/30/2025 17:26,171.81,68.35,29.54,142.27,1.38,13.61666667,300.5140759,1,0,17.61666667,1.133333333,0.09,
1138,Pickle_1-8-5-32H-2,1/30/2025 17:25,170.74,36.31,32.75,134.43,1.71,1/30/2025 17:05,169.13,64.16,31.08,138.05,1.32,16.88333333,242.3692004,1,0,20.63333333,1.133333333,0.09,
1137,Pickle_1-8-5-32H-2,1/30/2025 17:04,166.62,37.04,32.56,129.59,1.65,1/30/2025 16:52,181.09,93.63,31.46,149.63,1.71,8.533333333,479.53125,1,0,11.6,1.15,0.08,
1136,Pickle_1-8-5-32H-2,1/30/2025 16:51,184.55,37.32,33.52,147.22,1.88,1/30/2025 16:01,163.83,38.02,29.21,134.62,1.07,50.01666667,81.81272909,0,1,50.01666667,1.133333333,0.08,
1135,Pickle_1-8-5-32H-2,1/30/2025 16:00,155.33,33.81,30.49,121.52,1.55,1/30/2025 15:24,164.09,117.13,43.85,120.24,2.56,31.48333333,129.973531,1,0,35.76666667,1.133333333,0.04,
1134,Pickle_1-8-5-32H-2,1/30/2025 15:23,162.73,56.55,46.64,106.18,1.35,1/30/2025 14:37,171.41,59.21,29.49,141.91,1.26,20.71666667,197.5221239,1,0,45.81666667,1.133333333,0.14,
1133,Pickle_1-8-5-32H-2,1/30/2025 14:36,169.07,34.96,30.94,134.11,1.71,1/30/2025 14:04,166.45,54.33,28.46,137.99,1.23,27.45,149.0710383,1,0,31.86666667,1.116666667,0.07,
1132,Pickle_1-8-5-32H-2,1/30/2025 14:03,164.26,37.27,33.62,126.99,1.62,1/30/2025 13:39,164.2,64.45,27.74,136.46,1.37,19.8,206.6666667,1,0,23.75,1.116666667,0.09,
1131,Pickle_1-8-5-32H-2,1/30/2025 13:38,161.58,34.7,30.95,126.88,1.62,1/30/2025 13:20,161.38,101.47,35.06,126.32,2.11,13.2,310,1,0,17.58333333,1.166666667,0.1,
1130,Pickle_1-8-5-32H-2,1/30/2025 13:19,159.04,45.97,37.7,113.07,1.44,1/30/2025 12:08,171.26,61.45,30.64,140.62,1.28,20.56666667,198.9627229,1,0,71.51666667,1.166666667,0.13,
1129,Pickle_1-8-5-32H-2,1/30/2025 12:06,166.68,36.43,33.63,130.25,1.66,1/30/2025 11:25,165.56,48.34,35.18,130.38,1.11,36.76666667,111.2964642,1,0,41.05,1.166666667,0.08,
1128,Pickle_1-8-5-32H-2,1/30/2025 11:24,161.06,42.34,39.35,118.72,1.51,1/30/2025 10:56,161.49,58.63,29.47,132.03,1.28,24.03333333,170.2635229,1,0,27.9,1.216666667,0.06,
1127,Pickle_1-8-5-32H-2,1/30/2025 10:55,158.64,34.35,31.08,124.29,1.59,1/30/2025 10:35,158.06,98.85,33.21,124.86,2.11,16.5,248,1,0,19.9,1.133333333,0.05,
1126,Pickle_1-8-5-32H-2,1/30/2025 10:34,155.9,45.54,37.98,110.36,1.41,1/30/2025 9:37,169.56,76.19,29.3,140.26,1.5,15.31666667,267.1599565,1,0,57.5,1.133333333,0.14,
1125,Pickle_1-8-5-32H-2,1/30/2025 9:35,167.46,36.37,32.15,131.09,1.67,1/30/2025 9:17,168.35,77.69,29.52,138.83,1.53,13.93333333,293.6842105,1,0,18.23333333,1.166666667,0.1,
1124,Pickle_1-8-5-32H-2,1/30/2025 9:16,167,35.31,31.18,131.69,1.68,1/30/2025 8:59,166.59,101.39,51.93,114.67,1.76,12.35,331.3360324,1,0,16.86666667,1.133333333,0.08,
1123,Pickle_1-8-5-32H-2,1/30/2025 8:58,164.26,55.69,50.48,108.57,1.39,1/30/2025 7:46,175.5,75.58,43.13,132.37,1.32,14.78333333,276.7981962,1,0,72.21666667,1.133333333,-520.16,
1122,Pickle_1-8-5-32H-2,1/30/2025 7:45,170.34,58.98,55.88,111.36,1.42,1/30/2025 6:54,167.75,45.97,29.15,138.6,1.14,46.41666667,88.15798923,1,0,50.6,1.133333333,0.2,
1121,Pickle_1-8-5-32H-2,1/30/2025 6:53,163.05,34.18,31.05,128.87,1.64,1/30/2025 6:16,163.51,53.44,31.79,131.72,1.2,33.25,123.0676692,1,0,37.55,1.116666667,0.05,
1120,Pickle_1-8-5-32H-2,1/30/2025 6:14,158.01,39.17,36.38,118.84,1.52,1/30/2025 5:55,167.78,125.6,50.61,117.16,2.78,15.18333333,269.5060373,1,0,19.16666667,1.133333333,0.07,
1119,Pickle_1-8-5-32H-2,1/30/2025 5:54,165.24,64.11,55.64,101.13,1.29,1/30/2025 5:02,174.17,56.21,30.61,143.56,1.22,25.31666667,161.6326531,1,0,52.08333333,1.166666667,0.17,
1118,Pickle_1-8-5-32H-2,1/30/2025 5:01,169.85,34.87,31.94,134.98,1.72,1/30/2025 4:19,166.51,55.11,31.73,134.78,1.21,37,110.5945946,1,0,41.48333333,1.133333333,0.07,
1117,Pickle_1-8-5-32H-2,1/30/2025 4:18,158.35,43.52,40.39,114.83,1.46,1/30/2025 3:50,161.03,62.26,45.05,115.98,1.17,24.6,166.3414634,1,0,28.35,1.133333333,0.14,
1116,Pickle_1-8-5-32H-2,1/30/2025 3:49,153.94,54.91,51.71,99.03,1.26,1/30/2025 3:06,158.04,55.34,26.91,131.12,1.28,39.03333333,104.8334757,1,0,42.56666667,1.133333333,0.11,
1115,Pickle_1-8-5-32H-2,1/30/2025 3:05,156.11,32.54,28.72,123.57,1.58,1/30/2025 2:43,157.95,94.06,29.31,128.64,2.01,17.73333333,230.7518797,1,0,21.6,1.116666667,0.06,
1114,Pickle_1-8-5-32H-2,1/30/2025 2:42,157.55,38.04,30.88,119.5,1.52,1/30/2025 1:59,165.7,79.56,30.5,135.2,1.57,12.55,326.0557769,1,0,43.15,1.116666667,0.12,
1113,Pickle_1-8-5-32H-2,1/30/2025 1:58,164.63,39.43,35.59,125.21,1.6,1/30/2025 1:38,163.34,68.23,29.87,133.47,1.4,16.46666667,248.5020243,1,0,20.03333333,1.15,0.11,
1112,Pickle_1-8-5-32H-2,1/30/2025 1:37,160.6,36,32.54,124.6,1.59,1/30/2025 1:14,161.67,61.89,30.78,130.89,1.31,19.1,214.2408377,1,0,23,1.133333333,0.09,
1111,Pickle_1-8-5-32H-2,1/30/2025 1:13,159.33,36.08,32.97,123.25,1.57,1/30/2025 0:50,162.36,67.36,30.29,132.06,1.39,19.16666667,213.4956522,1,0,22.65,1.116666667,0.07,
1110,Pickle_1-8-5-32H-2,1/30/2025 0:49,158.93,34.3,31.17,124.63,1.59,1/30/2025 0:31,167.14,95.07,34.58,132.56,1.84,13.31666667,307.2841051,1,0,17.75,1.133333333,0.07,
1109,Pickle_1-8-5-32H-2,1/30/2025 0:30,165.84,42.83,34.17,123.01,1.57,1/30/2025 0:23,166.36,35.42,31.61,134.76,1.03,1.55,2640,1,0,7.316666667,1.05,0.09,
1108,Pickle_1-8-5-32H-2,1/30/2025 0:21,164.09,36.05,31.7,128.03,1.63,1/29/2025 23:45,165.76,61.94,34.79,130.97,1.26,20.03333333,204.2595674,1,0,35.93333333,1.666666667,0.28,
1107,Pickle_1-8-5-32H-2,1/29/2025 23:44,163.19,36.66,33.16,126.53,1.61,1/29/2025 23:27,159.85,74.37,29.6,130.25,1.52,13.85,295.4512635,1,0,17.4,1.15,0.01,
1106,Pickle_1-8-5-32H-2,1/29/2025 23:26,155.3,37.81,31.3,117.49,1.5,1/29/2025 23:04,161.23,66.44,30.03,131.2,1.38,18.66666667,219.2142857,1,0,21.73333333,1.116666667,0.11,
1105,Pickle_1-8-5-32H-2,1/29/2025 23:03,157,36,31.74,121,1.54,1/29/2025 22:45,158.41,94.9,30.23,128.18,2.02,14.5,282.2068966,1,0,17.95,1.116666667,0.09,
1104,Pickle_1-8-5-32H-2,1/29/2025 22:44,155.33,43.29,35,112.04,1.43,1/29/2025 21:48,166.91,82.44,32.52,134.39,1.59,12.28333333,333.1343284,1,0,55.26666667,1.1,0.15,
1103,Pickle_1-8-5-32H-2,1/29/2025 21:47,164.55,40.24,36.9,124.31,1.59,1/29/2025 21:29,164.98,80.51,28.37,136.61,1.62,14.43333333,283.5103926,1,0,18.21666667,1.15,0.1,
1102,Pickle_1-8-5-32H-2,1/29/2025 21:28,162.42,36.37,31.31,126.04,1.61,1/29/2025 21:14,162.16,81.09,26.86,135.3,1.67,10.21666667,400.5220228,1,0,13.96666667,1.166666667,0.1,
1101,Pickle_1-8-5-32H-2,1/29/2025 21:13,161.38,37.12,31.21,124.26,1.59,1/29/2025 20:54,161.75,91.12,27.02,134.74,1.91,14.01666667,291.9381688,1,0,19.2,1.116666667,0.12,
1100,Pickle_1-8-5-32H-2,1/29/2025 20:52,160.54,38.3,30.62,122.24,1.56,1/29/2025 19:52,174.52,63.07,29.37,145.15,1.3,18.55,220.5929919,1,0,60.11666667,1.1,0.12,
1099,Pickle_1-8-5-32H-2,1/29/2025 19:51,171.64,36.54,32.86,135.09,1.72,1/29/2025 19:08,168.7,52.08,29.37,139.33,1.19,39.05,104.7887324,1,0,43.6,1.116666667,0.07,
1098,Pickle_1-8-5-32H-2,1/29/2025 19:07,161.58,38.19,35.58,123.39,1.57,1/29/2025 18:35,163.54,53.35,31.73,131.81,1.2,27.63333333,148.0820265,1,0,31.75,1.15,0.1,
1097,Pickle_1-8-5-32H-2,1/29/2025 18:34,157.83,31.33,28.49,126.51,1.61,1/29/2025 18:13,161.72,89.28,28.06,133.67,1.85,17.08333333,239.5317073,1,0,20.2,1.116666667,0.03,
1096,Pickle_1-8-5-32H-2,1/29/2025 18:12,159.71,39.4,31.67,120.31,1.53,1/29/2025 17:19,174.89,66.24,25.31,149.58,1.38,13.75,297.6,1,0,53.26666667,1.133333333,0.13,
1095,Pickle_1-8-5-32H-2,1/29/2025 17:18,172.82,35.07,31.13,137.74,1.76,1/29/2025 16:27,167.29,48.74,28.43,138.86,1.17,45.93333333,89.08563135,1,0,50.81666667,1.116666667,0.11,
1094,Pickle_1-8-5-32H-2,1/29/2025 16:26,161.58,32.08,28.37,129.5,1.65,1/29/2025 15:46,164.55,51.02,28.1,136.44,1.2,35.9,113.9832869,1,0,40.3,1.133333333,0.05,
1093,Pickle_1-8-5-32H-2,1/29/2025 15:45,161.32,32.65,29.56,128.67,1.64,1/29/2025 15:27,159.91,103.23,37.11,122.8,2.17,14.43333333,283.5103926,1,0,18.01666667,1.133333333,0.05,
1092,Pickle_1-8-5-32H-2,1/29/2025 15:25,156.54,48.48,41.41,108.06,1.38,1/29/2025 14:24,167.57,75.96,35.71,131.87,1.44,14.7,278.3673469,1,0,61.41666667,1.116666667,0.13,
1091,Pickle_1-8-5-32H-2,1/29/2025 14:23,165.01,45.4,42.22,119.61,1.53,1/29/2025 13:59,164.14,73.42,30.62,133.53,1.47,19.31666667,211.8377912,1,0,23.56666667,1.133333333,0.12,
1090,Pickle_1-8-5-32H-2,1/29/2025 13:58,161.23,36.69,33.09,124.55,1.59,1/29/2025 13:41,163.57,99.71,50.38,113.19,1.77,13.3,307.6691729,1,0,16.76666667,1.116666667,0.08,
1089,Pickle_1-8-5-32H-2,1/29/2025 13:40,160.25,60.62,56.47,99.64,1.27,1/29/2025 13:14,172.04,140.13,69.74,102.3,3.21,11.33333333,361.0588235,1,0,26.56666667,1.15,0.14,
1088,Pickle_1-8-5-32H-2,1/29/2025 13:13,168.96,74.83,67.86,94.12,1.2,1/29/2025 12:35,174.49,85.7,64.59,109.9,1.24,20.45,200.0977995,1,0,37.65,1.15,0.14,
1087,Pickle_1-8-5-32H-2,1/29/2025 12:34,166.1,69.87,66.96,96.23,1.23,1/29/2025 11:59,169.53,60.04,39.85,129.69,1.18,30.5,134.1639344,1,0,34.28333333,1.15,0.07,
1086,Pickle_1-8-5-32H-2,1/29/2025 11:58,167.31,39.8,36.52,127.51,1.63,1/29/2025 11:52,182.33,138.37,36.14,146.19,3.33,2.55,1604.705882,1,0,6.216666667,1.166666667,0,
1085,Pickle_1-8-5-32H-2,1/29/2025 11:51,185.9,57.01,32.27,128.89,1.64,1/29/2025 11:01,160.6,47.41,29.67,130.93,1.16,50,81.84,0,1,50,1.133333333,0.07,
1084,Pickle_1-8-5-32H-2,1/29/2025 11:00,157.11,40.18,36.47,116.94,1.49,1/29/2025 10:28,161.06,98.13,34.08,126.98,2.02,27.78333333,147.2825435,1,0,31.53333333,1.133333333,0.1,
1083,Pickle_1-8-5-32H-2,1/29/2025 10:27,160.46,52.29,45.06,108.17,1.38,1/29/2025 10:09,167.17,134.45,52.66,114.51,3.5,10.51666667,389.0966719,1,0,18.13333333,1.133333333,0.22,
1082,Pickle_1-8-5-32H-2,1/29/2025 10:08,164.06,61.08,52.55,102.98,1.31,1/29/2025 9:33,168.18,68.17,37.35,130.83,1.31,17.88333333,228.8164026,1,0,34.61666667,1.133333333,0.14,
1081,Pickle_1-8-5-32H-2,1/29/2025 9:32,164.43,53.32,49.8,111.11,1.42,1/29/2025 9:00,162.16,75.18,51.99,110.16,1.27,27.63333333,148.0820265,1,0,31.76666667,1.116666667,0.18,
1080,Pickle_1-8-5-32H-2,1/29/2025 8:59,156.77,63.85,60.38,92.92,1.19,1/29/2025 8:26,160.72,58.95,29.03,131.68,1.29,29.81666667,137.2386808,1,0,33.63333333,1.116666667,0.13,
1079,Pickle_1-8-5-32H-2,1/29/2025 8:24,159.97,38.07,34.94,121.89,1.56,1/29/2025 8:05,161.23,71.11,28.66,132.57,1.47,15.38333333,266.0021668,1,0,19.76666667,1.133333333,0.09,
1078,Pickle_1-8-5-32H-2,1/29/2025 8:04,158.47,34.76,30.96,123.71,1.58,1/29/2025 7:48,161.44,110.7,56.18,105.25,2.07,11.43333333,357.9008746,1,0,15.31666667,1.1,0.07,
1077,Pickle_1-8-5-32H-2,1/29/2025 7:47,158.3,58.31,52.49,99.98,1.28,1/29/2025 7:25,165.44,112.31,79.22,86.22,1.62,7.383333333,554.221219,1,0,21.71666667,1.133333333,0.08,
1076,Pickle_1-8-5-32H-2,1/29/2025 7:24,163.14,81.17,76.64,81.96,1.05,1/29/2025 7:04,163.71,108.07,70.31,93.4,1.68,11.03333333,370.8761329,1,0,20.43333333,1.116666667,0.07,
1075,Pickle_1-8-5-32H-2,1/29/2025 7:03,158.7,82.01,79.03,76.69,0.98,1/29/2025 6:47,163.68,93.98,57.48,106.2,1.52,12.63333333,323.9050132,1,0,16.01666667,1.133333333,0.1,
1074,Pickle_1-8-5-32H-2,1/29/2025 6:46,160.69,68.49,65.42,92.2,1.18,1/29/2025 6:30,163.57,86.31,60.87,102.7,1.33,11.81666667,346.2905501,1,0,15.55,1.166666667,0.1,
1073,Pickle_1-8-5-32H-2,1/29/2025 6:29,160.37,59.18,55.52,101.19,1.29,1/29/2025 6:13,162.33,81.17,51.43,110.9,1.37,12.08333333,338.6482759,1,0,16.31666667,1.116666667,0,
1072,Pickle_1-8-5-32H-2,1/29/2025 6:11,156.83,50.9,47.38,105.92,1.35,1/29/2025 5:54,167.17,101.5,30.22,136.95,2.09,13.03333333,313.9641944,1,0,17.06666667,1.116666667,0.03,
1071,Pickle_1-8-5-32H-2,1/29/2025 5:53,164.43,45.4,35.36,119.04,1.52,1/29/2025 5:39,165.56,107.27,57.63,107.93,1.85,10.4,393.4615385,1,0,14.33333333,1.1,0.15,
1070,Pickle_1-8-5-32H-2,1/29/2025 5:38,163.08,58.54,52.9,104.54,1.33,1/29/2025 5:16,163.4,79.7,38.16,125.23,1.5,11.63333333,351.747851,1,0,21.6,1.1,0.05,
1069,Pickle_1-8-5-32H-2,1/29/2025 5:15,161.78,42.46,38.47,119.33,1.52,1/29/2025 4:56,163.48,72.29,42.48,121,1.33,15.18333333,269.5060373,1,0,18.98333333,1.133333333,0.06,
1068,Pickle_1-8-5-32H-2,1/29/2025 4:55,159.68,53.35,50.45,106.33,1.36,1/29/2025 4:40,163.22,86.1,46.45,116.77,1.51,11.8,346.779661,1,0,15.16666667,1.116666667,0.11,
1067,Pickle_1-8-5-32H-2,1/29/2025 4:39,159.97,61.94,58.25,98.02,1.25,1/29/2025 4:22,161.95,127.48,47.57,114.38,3.32,13.65,299.7802198,1,0,17.11666667,1.1,0.17,
1066,Pickle_1-8-5-32H-2,1/29/2025 4:21,161.26,67.88,60.38,93.38,1.19,1/29/2025 3:48,165.44,107.7,34.62,130.83,2.27,12.31666667,332.232747,1,0,32.3,1.133333333,0.22,
1065,Pickle_1-8-5-32H-2,1/29/2025 3:47,162.88,47.62,40.16,115.26,1.47,1/29/2025 3:20,163.65,74.98,51.88,111.78,1.26,15.75,259.8095238,1,0,27.31666667,1.116666667,0.17,
1064,Pickle_1-8-5-32H-2,1/29/2025 3:19,158.84,65.43,62.12,93.41,1.19,1/29/2025 2:52,162.27,70.1,39.59,122.68,1.33,23.2,176.3793103,1,0,27,1.133333333,0.13,
1063,Pickle_1-8-5-32H-2,1/29/2025 2:51,157.46,51.28,49.66,106.18,1.35,1/29/2025 2:34,158.64,110.99,73.56,85.08,1.79,12.66666667,323.0526316,1,0,16.23333333,1.133333333,0.13,
1062,Pickle_1-8-5-32H-2,1/29/2025 2:33,155.62,69.79,64.96,85.83,1.09,1/29/2025 2:13,167.57,132.44,59.95,107.62,3.06,11.06666667,369.7590361,1,0,20.55,1.166666667,0,
1061,Pickle_1-8-5-32H-2,1/29/2025 2:11,164.12,76.53,69.96,87.58,1.12,1/29/2025 1:45,168.9,79.94,51.81,117.09,1.32,9.9,413.3333333,1,0,26.7,1.133333333,0.19,
1060,Pickle_1-8-5-32H-2,1/29/2025 1:44,162.93,60.76,57.71,102.17,1.3,1/29/2025 1:05,164.75,63.27,37.6,127.15,1.25,34.36666667,119.0688652,1,0,38.4,1.116666667,0.09,
1059,Pickle_1-8-5-32H-2,1/29/2025 1:04,158.64,50.82,48.1,107.83,1.38,1/29/2025 0:32,162.5,53.47,27.35,135.15,1.24,27.9,146.6666667,1,0,31.95,1.116666667,0.13,
1058,Pickle_1-8-5-32H-2,1/29/2025 0:31,159.59,33.63,30.29,125.96,1.61,1/29/2025 0:10,162.99,106.4,60.28,102.71,1.81,17.06666667,239.765625,1,0,21.16666667,1.116666667,0.06,
1057,Pickle_1-8-5-32H-2,1/29/2025 0:09,158.27,81.61,77.7,76.66,0.98,1/28/2025 23:52,167.23,92.76,29.13,138.1,1.85,12.71666667,321.7824377,1,0,16.61666667,1.133333333,0.21,
1056,Pickle_1-8-5-32H-2,1/28/2025 23:51,164.84,41.1,31.92,123.74,1.58,1/28/2025 23:36,166.13,97,52.02,114.11,1.65,9.816666667,416.8421053,1,0,15,1.166666667,0.15,
1055,Pickle_1-8-5-32H-2,1/28/2025 23:35,160.28,58.8,51.36,101.48,1.29,1/28/2025 23:14,167.72,93.28,72.34,95.38,1.28,16.1,254.1614907,1,0,20.36666667,1.133333333,0.1,
